,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
579,348140,1,2.0,-1.0,NULL,NULL
580,348193,1,5.0,-1.0,NULL,NULL
581,350864,1,-1.0,7.0,NULL,NULL
582,351342,1,6.0,-1.0,NULL,NULL
583,351365,1,2.0,-1.0,NULL,NULL
584,351775,1,-1.0,4.0,NULL,NULL
585,352850,1,-1.0,2.0,NULL,NULL
586,353699,1,0.0,-1.0,NULL,NULL
587,354787,1,-1.0,9.0,NULL,NULL
588,354933,1,-1.0,9.0,NULL,NULL
589,355595,1,-1.0,0.0,NULL,NULL
590,355697,1,-1.0,1.0,NULL,NULL
591,356144,1,8.0,-1.0,NULL,NULL
592,356798,1,5.0,-1.0,NULL,NULL
593,356974,1,4.0,-1.0,NULL,NULL
594,357827,1,-1.0,3.0,NULL,NULL
595,358340,1,-1.0,7.0,NULL,NULL
596,358950,1,-1.0,1.0,NULL,NULL
597,359621,1,-1.0,5.0,NULL,NULL
598,360209,1,-1.0,5.0,NULL,NULL
599,361022,1,-1.0,9.0,NULL,NULL
600,362010,1,3.0,-1.0,NULL,NULL
601,362162,1,0.0,-1.0,NULL,NULL
602,363199,1,-1.0,6.0,NULL,NULL
603,363924,1,-1.0,2.0,NULL,NULL
604,364787,1,5.0,-1.0,NULL,NULL
605,366637,1,5.0,-1.0,NULL,NULL
606,366651,1,0.0,-1.0,NULL,NULL
607,369103,1,7.0,-1.0,NULL,NULL
608,369171,1,4.0,-1.0,NULL,NULL
609,370986,1,-1.0,4.0,NULL,NULL
610,372972,1,-1.0,8.0,NULL,NULL
611,373646,1,0.0,-1.0,NULL,NULL
612,375363,1,3.0,-1.0,NULL,NULL
613,377976,1,-1.0,8.0,NULL,NULL
614,379030,1,-1.0,3.0,NULL,NULL
615,379185,1,-1.0,5.0,NULL,NULL
616,379287,1,-1.0,8.0,NULL,NULL
617,380508,1,4.0,-1.0,NULL,NULL
618,381503,1,5.0,-1.0,NULL,NULL
619,382619,1,0.0,-1.0,NULL,NULL
620,382641,1,0.0,-1.0,NULL,NULL
621,383043,1,7.0,-1.0,NULL,NULL
622,384683,1,9.0,-1.0,NULL,NULL
623,385264,1,8.0,-1.0,NULL,NULL
624,385665,1,5.0,-1.0,NULL,NULL
625,386264,1,3.0,-1.0,NULL,NULL
626,386433,1,8.0,-1.0,NULL,NULL
627,387058,1,6.0,-1.0,NULL,NULL
628,387262,1,6.0,-1.0,NULL,NULL
629,387472,1,9.0,-1.0,NULL,NULL
630,387538,1,-1.0,7.0,NULL,NULL
631,388494,1,6.0,-1.0,NULL,NULL
632,388650,1,3.0,-1.0,NULL,NULL
633,388820,1,4.0,-1.0,NULL,NULL
634,389228,1,3.0,-1.0,NULL,NULL
635,389887,1,3.0,-1.0,NULL,NULL
636,390050,1,1.0,-1.0,NULL,NULL
637,390262,1,-1.0,4.0,NULL,NULL
638,390929,1,1.0,-1.0,NULL,NULL
639,391892,1,-1.0,1.0,NULL,NULL
640,392104,1,-1.0,3.0,NULL,NULL
641,392683,1,3.0,-1.0,NULL,NULL
642,393262,1,-1.0,9.0,NULL,NULL
643,393297,1,-1.0,9.0,NULL,NULL
644,393733,1,-1.0,7.0,NULL,NULL
645,394534,1,4.0,-1.0,NULL,NULL
646,395677,1,0.0,-1.0,NULL,NULL
647,395755,1,-1.0,2.0,NULL,NULL
648,395996,1,0.0,-1.0,NULL,NULL
649,397297,1,7.0,-1.0,NULL,NULL
650,397434,1,0.0,-1.0,NULL,NULL
651,397479,1,-1.0,8.0,NULL,NULL
652,397755,1,-1.0,7.0,NULL,NULL
653,398546,1,-1.0,0.0,NULL,NULL
654,398924,1,0.0,-1.0,NULL,NULL
655,400074,1,0.0,-1.0,NULL,NULL
656,400096,1,8.0,-1.0,NULL,NULL
657,400674,1,-1.0,4.0,NULL,NULL
658,401456,1,6.0,-1.0,NULL,NULL
659,401637,1,9.0,-1.0,NULL,NULL
660,402330,1,1.0,-1.0,NULL,NULL
661,402476,1,-1.0,3.0,NULL,NULL
662,402833,1,-1.0,0.0,NULL,NULL
663,402885,1,-1.0,8.0,NULL,NULL
664,402892,1,1.0,-1.0,NULL,NULL
665,403315,1,9.0,-1.0,NULL,NULL
666,405772,1,0.0,-1.0,NULL,NULL
667,405945,1,3.0,-1.0,NULL,NULL
668,406597,1,-1.0,1.0,NULL,NULL
669,410217,1,-1.0,4.0,NULL,NULL
670,410729,1,-1.0,4.0,NULL,NULL
671,411749,1,4.0,-1.0,NULL,NULL
672,411769,1,4.0,-1.0,NULL,NULL
673,412155,1,-1.0,5.0,NULL,NULL
674,413260,1,-1.0,7.0,NULL,NULL
675,413826,1,-1.0,3.0,NULL,NULL
676,414336,1,3.0,-1.0,NULL,NULL
677,414617,1,6.0,-1.0,NULL,NULL
678,415355,1,7.0,-1.0,NULL,NULL
679,416098,1,8.0,-1.0,NULL,NULL
680,416862,1,-1.0,1.0,NULL,NULL
681,416869,1,-1.0,8.0,NULL,NULL
682,418192,1,6.0,-1.0,NULL,NULL
683,418714,1,-1.0,9.0,NULL,NULL
684,420226,1,-1.0,3.0,NULL,NULL
685,420733,1,-1.0,1.0,NULL,NULL
686,421365,1,6.0,-1.0,NULL,NULL
687,421614,1,-1.0,4.0,NULL,NULL
688,422734,1,-1.0,2.0,NULL,NULL
689,422797,1,1.0,-1.0,NULL,NULL
690,422804,1,7.0,-1.0,NULL,NULL
691,424137,1,1.0,-1.0,NULL,NULL
692,426071,1,-1.0,5.0,NULL,NULL
693,427315,1,0.0,-1.0,NULL,NULL
694,427684,1,-1.0,5.0,NULL,NULL
695,428050,1,7.0,-1.0,NULL,NULL
696,428159,1,8.0,-1.0,NULL,NULL
697,428562,1,4.0,-1.0,NULL,NULL
698,429467,1,7.0,-1.0,NULL,NULL
699,429903,1,2.0,-1.0,NULL,NULL
700,430353,1,8.0,-1.0,NULL,NULL
701,431195,1,0.0,-1.0,NULL,NULL
702,431879,1,2.0,-1.0,NULL,NULL
703,432100,1,-1.0,0.0,NULL,NULL
704,432800,1,0.0,-1.0,NULL,NULL
705,433509,1,-1.0,6.0,NULL,NULL
706,434274,1,-1.0,4.0,NULL,NULL
707,434373,1,-1.0,0.0,NULL,NULL
708,434891,1,-1.0,9.0,NULL,NULL
709,435058,1,-1.0,2.0,NULL,NULL
710,435727,1,7.0,-1.0,NULL,NULL
711,436349,1,-1.0,3.0,NULL,NULL
712,436607,1,-1.0,3.0,NULL,NULL
713,437677,1,-1.0,5.0,NULL,NULL
714,437776,1,-1.0,2.0,NULL,NULL
715,438103,1,5.0,-1.0,NULL,NULL
716,439021,1,-1.0,4.0,NULL,NULL
717,439162,1,1.0,-1.0,NULL,NULL
718,439201,1,-1.0,5.0,NULL,NULL
719,441529,1,8.0,-1.0,NULL,NULL
720,441930,1,-1.0,5.0,NULL,NULL
721,442068,1,1.0,-1.0,NULL,NULL
722,442585,1,-1.0,8.0,NULL,NULL
723,443022,1,7.0,-1.0,NULL,NULL
724,443364,1,-1.0,3.0,NULL,NULL
725,443632,1,1.0,-1.0,NULL,NULL
726,443804,1,0.0,-1.0,NULL,NULL
727,444324,1,-1.0,1.0,NULL,NULL
728,444591,1,6.0,-1.0,NULL,NULL
729,444997,1,8.0,-1.0,NULL,NULL
730,445179,1,3.0,-1.0,NULL,NULL
731,445738,1,4.0,-1.0,NULL,NULL
732,446739,1,9.0,-1.0,NULL,NULL
733,446985,1,-1.0,8.0,NULL,NULL
734,447160,1,-1.0,3.0,NULL,NULL
735,447312,1,5.0,-1.0,NULL,NULL
736,448246,1,8.0,-1.0,NULL,NULL
737,448525,1,-1.0,6.0,NULL,NULL
738,448562,1,4.0,-1.0,NULL,NULL
739,448844,1,7.0,-1.0,NULL,NULL
740,449558,1,2.0,-1.0,NULL,NULL
741,450042,1,-1.0,0.0,NULL,NULL
742,450338,1,-1.0,0.0,NULL,NULL
743,450979,1,3.0,-1.0,NULL,NULL
744,451602,1,4.0,-1.0,NULL,NULL
745,451632,1,-1.0,7.0,NULL,NULL
746,452996,1,-1.0,7.0,NULL,NULL
747,453639,1,2.0,-1.0,NULL,NULL
748,453711,1,-1.0,8.0,NULL,NULL
749,454028,1,8.0,-1.0,NULL,NULL
750,454123,1,-1.0,2.0,NULL,NULL
751,454253,1,2.0,-1.0,NULL,NULL
752,454268,1,-1.0,8.0,NULL,NULL
753,456917,1,8.0,-1.0,NULL,NULL
754,457570,1,-1.0,8.0,NULL,NULL
755,457771,1,8.0,-1.0,NULL,NULL
756,458942,1,4.0,-1.0,NULL,NULL
757,459202,1,8.0,-1.0,NULL,NULL
758,459361,1,-1.0,3.0,NULL,NULL
759,461384,1,1.0,-1.0,NULL,NULL
760,461428,1,0.0,-1.0,NULL,NULL
761,461686,1,1.0,-1.0,NULL,NULL
762,461706,1,-1.0,8.0,NULL,NULL
763,461781,1,8.0,-1.0,NULL,NULL
764,462087,1,-1.0,8.0,NULL,NULL
765,463035,1,4.0,-1.0,NULL,NULL
766,463074,1,3.0,-1.0,NULL,NULL
767,463452,1,8.0,-1.0,NULL,NULL
768,463643,1,5.0,-1.0,NULL,NULL
769,464510,1,6.0,-1.0,NULL,NULL
770,464704,1,-1.0,7.0,NULL,NULL
771,465292,1,1.0,-1.0,NULL,NULL
772,466289,1,7.0,-1.0,NULL,NULL
773,466290,1,2.0,-1.0,NULL,NULL
774,467581,1,5.0,-1.0,NULL,NULL
775,467716,1,2.0,-1.0,NULL,NULL
776,467849,1,5.0,-1.0,NULL,NULL
777,468855,1,9.0,-1.0,NULL,NULL
778,469100,1,4.0,-1.0,NULL,NULL
779,469496,1,-1.0,6.0,NULL,NULL
780,470004,1,0.0,-1.0,NULL,NULL
781,471346,1,-1.0,9.0,NULL,NULL
782,471995,1,-1.0,2.0,NULL,NULL
783,472304,1,2.0,-1.0,NULL,NULL
784,473154,1,8.0,-1.0,NULL,NULL
785,473335,1,-1.0,6.0,NULL,NULL
786,473390,1,8.0,-1.0,NULL,NULL
787,473598,1,-1.0,9.0,NULL,NULL
788,473815,1,0.0,-1.0,NULL,NULL
789,475010,1,-1.0,2.0,NULL,NULL
790,475356,1,-1.0,5.0,NULL,NULL
791,476349,1,-1.0,8.0,NULL,NULL
792,476537,1,-1.0,8.0,NULL,NULL
793,476983,1,-1.0,1.0,NULL,NULL
794,477753,1,0.0,-1.0,NULL,NULL
795,477854,1,-1.0,0.0,NULL,NULL
796,478339,1,-1.0,2.0,NULL,NULL
797,480200,1,-1.0,7.0,NULL,NULL
798,480462,1,1.0,-1.0,NULL,NULL
799,480831,1,-1.0,8.0,NULL,NULL
800,481321,1,-1.0,6.0,NULL,NULL
801,482345,1,-1.0,6.0,NULL,NULL
802,482805,1,1.0,-1.0,NULL,NULL
803,482944,1,-1.0,6.0,NULL,NULL
804,483687,1,-1.0,6.0,NULL,NULL
805,483878,1,-1.0,8.0,NULL,NULL
806,484081,1,6.0,-1.0,NULL,NULL
807,484398,1,4.0,-1.0,NULL,NULL
808,485575,1,3.0,-1.0,NULL,NULL
809,486263,1,-1.0,2.0,NULL,NULL
810,486753,1,9.0,-1.0,NULL,NULL
811,486900,1,4.0,-1.0,NULL,NULL
812,486979,1,8.0,-1.0,NULL,NULL
813,487397,1,-1.0,1.0,NULL,NULL
814,487425,1,-1.0,1.0,NULL,NULL
815,488982,1,-1.0,4.0,NULL,NULL
816,488989,1,-1.0,6.0,NULL,NULL
817,489163,1,4.0,-1.0,NULL,NULL
818,489410,1,3.0,-1.0,NULL,NULL
819,489630,1,-1.0,5.0,NULL,NULL
820,489858,1,-1.0,9.0,NULL,NULL
821,491292,1,-1.0,6.0,NULL,NULL
822,491918,1,1.0,-1.0,NULL,NULL
823,492351,1,2.0,-1.0,NULL,NULL
824,492708,1,-1.0,6.0,NULL,NULL
825,493934,1,-1.0,5.0,NULL,NULL
826,494449,1,-1.0,4.0,NULL,NULL
827,494989,1,7.0,-1.0,NULL,NULL
828,495248,1,-1.0,2.0,NULL,NULL
829,495447,1,-1.0,4.0,NULL,NULL
830,495626,1,-1.0,0.0,NULL,NULL
831,495766,1,2.0,-1.0,NULL,NULL
832,495969,1,-1.0,3.0,NULL,NULL
833,497041,1,-1.0,8.0,NULL,NULL
834,498702,1,-1.0,6.0,NULL,NULL
835,499102,1,-1.0,7.0,NULL,NULL
836,499622,1,-1.0,9.0,NULL,NULL
837,499749,1,-1.0,8.0,NULL,NULL
838,499804,1,5.0,-1.0,NULL,NULL
839,500332,1,2.0,-1.0,NULL,NULL
840,501508,1,8.0,-1.0,NULL,NULL
841,501743,1,-1.0,2.0,NULL,NULL
842,501781,1,-1.0,9.0,NULL,NULL
843,502376,1,-1.0,7.0,NULL,NULL
844,502536,1,-1.0,9.0,NULL,NULL
845,503356,1,2.0,-1.0,NULL,NULL
846,503453,1,-1.0,5.0,NULL,NULL
847,503524,1,3.0,-1.0,NULL,NULL
848,504925,1,1.0,-1.0,NULL,NULL
849,505414,1,8.0,-1.0,NULL,NULL
850,505417,1,8.0,-1.0,NULL,NULL
851,505575,1,-1.0,3.0,NULL,NULL
852,505593,1,8.0,-1.0,NULL,NULL
853,505785,1,8.0,-1.0,NULL,NULL
854,506753,1,-1.0,5.0,NULL,NULL
855,507743,1,5.0,-1.0,NULL,NULL
856,508664,1,-1.0,7.0,NULL,NULL
857,509277,1,-1.0,0.0,NULL,NULL
858,509374,1,-1.0,7.0,NULL,NULL
859,509483,1,1.0,-1.0,NULL,NULL
860,509662,1,3.0,-1.0,NULL,NULL
861,511361,1,9.0,-1.0,NULL,NULL
862,511928,1,-1.0,1.0,NULL,NULL
863,512652,1,-1.0,8.0,NULL,NULL
864,512848,1,3.0,-1.0,NULL,NULL
865,513260,1,-1.0,2.0,NULL,NULL
866,513659,1,-1.0,1.0,NULL,NULL
867,514820,1,3.0,-1.0,NULL,NULL
868,515568,1,9.0,-1.0,NULL,NULL
869,515674,1,-1.0,9.0,NULL,NULL
870,516382,1,7.0,-1.0,NULL,NULL
871,517232,1,-1.0,4.0,NULL,NULL
872,517310,1,0.0,-1.0,NULL,NULL
873,517344,1,6.0,-1.0,NULL,NULL
874,518601,1,-1.0,5.0,NULL,NULL
875,518670,1,9.0,-1.0,NULL,NULL
876,520032,1,-1.0,6.0,NULL,NULL
877,520442,1,2.0,-1.0,NULL,NULL
878,522243,1,3.0,-1.0,NULL,NULL
879,524257,1,7.0,-1.0,NULL,NULL
880,524575,1,4.0,-1.0,NULL,NULL
881,526714,1,-1.0,1.0,NULL,NULL
882,528145,1,0.0,-1.0,NULL,NULL
883,529820,1,3.0,-1.0,NULL,NULL
884,529906,1,-1.0,3.0,NULL,NULL
885,529929,1,-1.0,4.0,NULL,NULL
886,530119,1,8.0,-1.0,NULL,NULL
887,530402,1,-1.0,5.0,NULL,NULL
888,531143,1,5.0,-1.0,NULL,NULL
889,531526,1,5.0,-1.0,NULL,NULL
890,531979,1,8.0,-1.0,NULL,NULL
891,532575,1,5.0,-1.0,NULL,NULL
892,532853,1,-1.0,0.0,NULL,NULL
893,532905,1,2.0,-1.0,NULL,NULL
894,534148,1,-1.0,7.0,NULL,NULL
895,534640,1,-1.0,2.0,NULL,NULL
896,535290,1,5.0,-1.0,NULL,NULL
897,535685,1,-1.0,4.0,NULL,NULL
898,536049,1,-1.0,8.0,NULL,NULL
899,536279,1,3.0,-1.0,NULL,NULL
900,537328,1,2.0,-1.0,NULL,NULL
901,537863,1,6.0,-1.0,NULL,NULL
902,538071,1,-1.0,9.0,NULL,NULL
903,540393,1,8.0,-1.0,NULL,NULL
904,540496,1,8.0,-1.0,NULL,NULL
905,541404,1,6.0,-1.0,NULL,NULL
906,541458,1,9.0,-1.0,NULL,NULL
907,542437,1,-1.0,4.0,NULL,NULL
908,542683,1,5.0,-1.0,NULL,NULL
909,543310,1,8.0,-1.0,NULL,NULL
910,543585,1,-1.0,5.0,NULL,NULL
911,543732,1,-1.0,9.0,NULL,NULL
912,546012,1,-1.0,7.0,NULL,NULL
913,546104,1,9.0,-1.0,NULL,NULL
914,546145,1,-1.0,1.0,NULL,NULL
915,547065,1,-1.0,5.0,NULL,NULL
916,547247,1,7.0,-1.0,NULL,NULL
917,547834,1,-1.0,8.0,NULL,NULL
918,549451,1,-1.0,0.0,NULL,NULL
919,549816,1,-1.0,3.0,NULL,NULL
920,551093,1,9.0,-1.0,NULL,NULL
921,551369,1,-1.0,2.0,NULL,NULL
922,551431,1,2.0,-1.0,NULL,NULL
923,552033,1,-1.0,1.0,NULL,NULL
924,553065,1,6.0,-1.0,NULL,NULL
925,553101,1,6.0,-1.0,NULL,NULL
926,555334,1,4.0,-1.0,NULL,NULL
927,557936,1,8.0,-1.0,NULL,NULL
928,559305,1,4.0,-1.0,NULL,NULL
929,560084,1,8.0,-1.0,NULL,NULL
930,561423,1,2.0,-1.0,NULL,NULL
931,561755,1,0.0,-1.0,NULL,NULL
932,561878,1,3.0,-1.0,NULL,NULL
933,562275,1,-1.0,3.0,NULL,NULL
934,562859,1,-1.0,2.0,NULL,NULL
935,564328,1,5.0,-1.0,NULL,NULL
936,564370,1,3.0,-1.0,NULL,NULL
937,564837,1,5.0,-1.0,NULL,NULL
938,565538,1,-1.0,1.0,NULL,NULL
939,565966,1,5.0,-1.0,NULL,NULL
940,567296,1,-1.0,3.0,NULL,NULL
941,567310,1,7.0,-1.0,NULL,NULL
942,567780,1,1.0,-1.0,NULL,NULL
943,571389,1,1.0,-1.0,NULL,NULL
944,571469,1,0.0,-1.0,NULL,NULL
945,572258,1,-1.0,8.0,NULL,NULL
946,572296,1,-1.0,8.0,NULL,NULL
947,572983,1,-1.0,3.0,NULL,NULL
948,573108,1,0.0,-1.0,NULL,NULL
949,573503,1,5.0,-1.0,NULL,NULL
950,573964,1,-1.0,9.0,NULL,NULL
951,574117,1,0.0,-1.0,NULL,NULL
952,575223,1,8.0,-1.0,NULL,NULL
953,575762,1,3.0,-1.0,NULL,NULL
954,575879,1,-1.0,9.0,NULL,NULL
955,576138,1,5.0,-1.0,NULL,NULL
956,577417,1,6.0,-1.0,NULL,NULL
957,577472,1,9.0,-1.0,NULL,NULL
958,577949,1,6.0,-1.0,NULL,NULL
959,577966,1,6.0,-1.0,NULL,NULL
960,578343,1,3.0,-1.0,NULL,NULL
961,579572,1,-1.0,4.0,NULL,NULL
962,579820,1,8.0,-1.0,NULL,NULL
963,579985,1,-1.0,8.0,NULL,NULL
964,580463,1,5.0,-1.0,NULL,NULL
965,581211,1,-1.0,9.0,NULL,NULL
966,581220,1,5.0,-1.0,NULL,NULL
967,581314,1,8.0,-1.0,NULL,NULL
968,581399,1,-1.0,5.0,NULL,NULL
969,582711,1,7.0,-1.0,NULL,NULL
970,582836,1,-1.0,2.0,NULL,NULL
971,583160,1,0.0,-1.0,NULL,NULL
972,583949,1,7.0,-1.0,NULL,NULL
973,584538,1,9.0,-1.0,NULL,NULL
974,585118,1,6.0,-1.0,NULL,NULL
975,585157,1,-1.0,6.0,NULL,NULL
976,586632,1,7.0,-1.0,NULL,NULL
977,586786,1,7.0,-1.0,NULL,NULL
978,586861,1,-1.0,2.0,NULL,NULL
979,588572,1,-1.0,8.0,NULL,NULL
980,590047,1,-1.0,3.0,NULL,NULL
981,590808,1,7.0,-1.0,NULL,NULL
982,591731,1,7.0,-1.0,NULL,NULL
983,591903,1,-1.0,6.0,NULL,NULL
984,593247,1,0.0,-1.0,NULL,NULL
985,595467,1,-1.0,2.0,NULL,NULL
986,597280,1,-1.0,2.0,NULL,NULL
987,597345,1,-1.0,0.0,NULL,NULL
988,597446,1,5.0,-1.0,NULL,NULL
989,599109,1,6.0,-1.0,NULL,NULL
990,599486,1,-1.0,0.0,NULL,NULL
991,599608,1,6.0,-1.0,NULL,NULL
992,599831,1,-1.0,5.0,NULL,NULL
993,600547,1,8.0,-1.0,NULL,NULL
994,600759,1,-1.0,2.0,NULL,NULL
995,601985,1,-1.0,0.0,NULL,NULL
996,602359,1,0.0,-1.0,NULL,NULL
997,602369,1,0.0,-1.0,NULL,NULL
998,603007,1,-1.0,5.0,NULL,NULL
999,603509,1,5.0,-1.0,NULL,NULL
1000,604277,1,6.0,-1.0,NULL,NULL
1001,605890,1,8.0,-1.0,NULL,NULL
1002,607671,1,8.0,-1.0,NULL,NULL
1003,608971,1,-1.0,1.0,NULL,NULL
1004,609268,1,-1.0,0.0,NULL,NULL
1005,609793,1,-1.0,5.0,NULL,NULL
1006,610461,1,0.0,-1.0,NULL,NULL
1007,610687,1,-1.0,3.0,NULL,NULL
1008,610855,1,1.0,-1.0,NULL,NULL
1009,611056,1,-1.0,0.0,NULL,NULL
1010,611507,1,-1.0,4.0,NULL,NULL
1011,611847,1,-1.0,9.0,NULL,NULL
1012,612305,1,-1.0,1.0,NULL,NULL
1013,612891,1,-1.0,0.0,NULL,NULL
1014,613185,1,-1.0,8.0,NULL,NULL
1015,615029,1,-1.0,9.0,NULL,NULL
1016,615052,1,7.0,-1.0,NULL,NULL
1017,615113,1,8.0,-1.0,NULL,NULL
1018,615486,1,-1.0,9.0,NULL,NULL
1019,615999,1,1.0,-1.0,NULL,NULL
1020,617164,1,-1.0,6.0,NULL,NULL
1021,617505,1,8.0,-1.0,NULL,NULL
1022,618078,1,1.0,-1.0,NULL,NULL
1023,618415,1,-1.0,3.0,NULL,NULL
1024,618567,1,7.0,-1.0,NULL,NULL
1025,618722,1,7.0,-1.0,NULL,NULL
1026,619454,1,7.0,-1.0,NULL,NULL
1027,619592,1,0.0,-1.0,NULL,NULL
1028,621064,1,9.0,-1.0,NULL,NULL
1029,621578,1,-1.0,3.0,NULL,NULL
1030,623206,1,5.0,-1.0,NULL,NULL
1031,623333,1,-1.0,1.0,NULL,NULL
1032,623635,1,7.0,-1.0,NULL,NULL
1033,623671,1,1.0,-1.0,NULL,NULL
1034,623926,1,-1.0,1.0,NULL,NULL
1035,624686,1,-1.0,2.0,NULL,NULL
1036,625953,1,-1.0,5.0,NULL,NULL
1037,626582,1,-1.0,6.0,NULL,NULL
1038,628754,1,-1.0,1.0,NULL,NULL
1039,629078,1,-1.0,9.0,NULL,NULL
1040,629979,1,6.0,-1.0,NULL,NULL
1041,630770,1,7.0,-1.0,NULL,NULL
1042,630805,1,8.0,-1.0,NULL,NULL
1043,630835,1,7.0,-1.0,NULL,NULL
1044,630944,1,-1.0,6.0,NULL,NULL
1045,632047,1,-1.0,2.0,NULL,NULL
1046,634314,1,9.0,-1.0,NULL,NULL
1047,634796,1,3.0,-1.0,NULL,NULL
1048,635048,1,0.0,-1.0,NULL,NULL
1049,636482,1,-1.0,2.0,NULL,NULL
1050,636680,1,-1.0,2.0,NULL,NULL
1051,637223,1,-1.0,8.0,NULL,NULL
1052,637379,1,8.0,-1.0,NULL,NULL
1053,638061,1,-1.0,7.0,NULL,NULL
1054,638751,1,0.0,-1.0,NULL,NULL
1055,638978,1,-1.0,5.0,NULL,NULL
1056,638983,1,8.0,-1.0,NULL,NULL
1057,639039,1,3.0,-1.0,NULL,NULL
1058,640155,1,9.0,-1.0,NULL,NULL
1059,640355,1,-1.0,2.0,NULL,NULL
1060,640467,1,-1.0,3.0,NULL,NULL
1061,640737,1,7.0,-1.0,NULL,NULL
1062,641333,1,9.0,-1.0,NULL,NULL
1063,641630,1,1.0,-1.0,NULL,NULL
1064,641732,1,5.0,-1.0,NULL,NULL
1065,643913,1,7.0,-1.0,NULL,NULL
1066,644314,1,4.0,-1.0,NULL,NULL
1067,644330,1,-1.0,4.0,NULL,NULL
1068,644627,1,-1.0,7.0,NULL,NULL
1069,648297,1,8.0,-1.0,NULL,NULL
1070,648800,1,-1.0,5.0,NULL,NULL
1071,649791,1,-1.0,8.0,NULL,NULL
1072,650502,1,-1.0,6.0,NULL,NULL
1073,651466,1,-1.0,2.0,NULL,NULL
1074,652009,1,6.0,-1.0,NULL,NULL
1075,652103,1,-1.0,6.0,NULL,NULL
1076,654562,1,-1.0,2.0,NULL,NULL
1077,655714,1,8.0,-1.0,NULL,NULL
1078,655824,1,-1.0,1.0,NULL,NULL
1079,656249,1,3.0,-1.0,NULL,NULL
1080,656744,1,-1.0,7.0,NULL,NULL
1081,656832,1,-1.0,9.0,NULL,NULL
1082,657660,1,1.0,-1.0,NULL,NULL
1083,659052,1,-1.0,3.0,NULL,NULL
1084,659091,1,5.0,-1.0,NULL,NULL
1085,660666,1,6.0,-1.0,NULL,NULL
1086,660751,1,2.0,-1.0,NULL,NULL
1087,660983,1,5.0,-1.0,NULL,NULL
1088,661549,1,-1.0,7.0,NULL,NULL
1089,661582,1,9.0,-1.0,NULL,NULL
1090,662216,1,6.0,-1.0,NULL,NULL
1091,663086,1,1.0,-1.0,NULL,NULL
1092,663465,1,0.0,-1.0,NULL,NULL
1093,663942,1,4.0,-1.0,NULL,NULL
1094,663974,1,7.0,-1.0,NULL,NULL
1095,664959,1,-1.0,2.0,NULL,NULL
1096,665358,1,3.0,-1.0,NULL,NULL
1097,666715,1,-1.0,4.0,NULL,NULL
1098,667125,1,0.0,-1.0,NULL,NULL
1099,667513,1,5.0,-1.0,NULL,NULL
1100,669803,1,-1.0,5.0,NULL,NULL
1101,669943,1,-1.0,5.0,NULL,NULL
1102,670154,1,-1.0,1.0,NULL,NULL
1103,670656,1,-1.0,2.0,NULL,NULL
1104,671728,1,1.0,-1.0,NULL,NULL
1105,672304,1,-1.0,1.0,NULL,NULL
1106,672648,1,-1.0,5.0,NULL,NULL
1107,672720,1,9.0,-1.0,NULL,NULL
1108,672826,1,-1.0,4.0,NULL,NULL
1109,672928,1,8.0,-1.0,NULL,NULL
1110,673210,1,-1.0,9.0,NULL,NULL
1111,673314,1,7.0,-1.0,NULL,NULL
1112,673365,1,7.0,-1.0,NULL,NULL
1113,674647,1,9.0,6.0,NULL,NULL
1114,674899,1,6.0,-1.0,NULL,NULL
1115,675777,1,1.0,-1.0,NULL,NULL
1116,678082,1,4.0,-1.0,NULL,NULL
1117,678923,1,7.0,-1.0,NULL,NULL
1118,679600,1,9.0,-1.0,NULL,NULL
1119,679896,1,-1.0,8.0,NULL,NULL
1120,682022,1,1.0,-1.0,NULL,NULL
1121,682294,1,-1.0,2.0,NULL,NULL
1122,683768,1,-1.0,9.0,NULL,NULL
1123,683965,1,-1.0,5.0,NULL,NULL
1124,684635,1,8.0,-1.0,NULL,NULL
1125,685207,1,-1.0,2.0,NULL,NULL
1126,685584,1,-1.0,3.0,NULL,NULL
1127,685589,1,-1.0,8.0,NULL,NULL
1128,686383,1,-1.0,4.0,NULL,NULL
1129,686928,1,5.0,-1.0,NULL,NULL
1130,687202,1,2.0,-1.0,NULL,NULL
1131,688984,1,4.0,-1.0,NULL,NULL
1132,689070,1,3.0,-1.0,NULL,NULL
1133,689517,1,-1.0,1.0,NULL,NULL
1134,690554,1,-1.0,8.0,NULL,NULL
1135,690772,1,-1.0,3.0,NULL,NULL
1136,691542,1,6.0,-1.0,NULL,NULL
1137,691841,1,-1.0,6.0,NULL,NULL
1138,692517,1,-1.0,4.0,NULL,NULL
1139,694013,1,5.0,-1.0,NULL,NULL
1140,694263,1,-1.0,3.0,NULL,NULL
1141,695324,1,-1.0,8.0,NULL,NULL
1142,695620,1,-1.0,7.0,NULL,NULL
1143,696257,1,3.0,-1.0,NULL,NULL
1144,696316,1,9.0,-1.0,NULL,NULL
1145,699321,1,-1.0,8.0,NULL,NULL
1146,699679,1,-1.0,1.0,NULL,NULL
1147,701148,1,-1.0,4.0,NULL,NULL
1148,701917,1,9.0,-1.0,NULL,NULL
1149,702384,1,-1.0,3.0,NULL,NULL
1150,702827,1,3.0,-1.0,NULL,NULL
1151,702940,1,2.0,-1.0,NULL,NULL
1152,703229,1,7.0,-1.0,NULL,NULL
1153,703499,1,-1.0,2.0,NULL,NULL
